DATE,ASPROPYRGOS,GALATSI,KIOURKA,MENIDI,TOTAL CONSUMPTION,EVINOS,MARATHONAS,MORNOS,YLIKI,TOTAL m3,TEMP,HIGH,TIME,LOW,TIME,DAYS,DAYS,RAIN,SPEED,HIGH,TIME,DIR
27-01-10,"127,055","330,046","88,475","457,419","1,002,995","44,667,000","24,326,000","520,221,000","227,805,000","817,019,000",5.9,7.1,16:10,5.1,19:30,12.4,0,6.8,6.6,25.7,9:30,N
28-01-10,"127,321","332,032","86,659","454,342","1,000,354","45,132,000","24,407,000","520,062,000","228,974,000","818,575,000",8.3,10.5,21:30,5.3,0:20,10,0,0.4,0.5,11.3,0:20,NNW
29-01-10,"131,519","341,839","93,311","489,101","1,055,770","45,835,000","24,448,000","520,380,000","230,143,000","820,806,000",12.4,17.4,14:10,8.2,6:30,5.9,0,0.2,2.7,35.4,14:40,NNW
30-01-10,"132,260","348,918","93,328","495,484","1,069,990","49,453,000","24,509,000","522,924,000","231,145,000","828,031,000",12.8,16.8,13:50,8.2,7:50,5.5,0,0,2.1,24.1,13:30,NW
31-01-10,"128,027","324,762","89,515","466,634","1,008,938","55,074,000","24,427,000","525,627,000","232,314,000","837,442,000",14,16,14:30,10.8,23:50,4.3,0,0,6,40.2,12:50,SW
01-02-10,"129,560","333,157","86,144","484,359","1,033,220","61,944,000","24,366,000","530,079,000","233,316,000","849,705,000",14.2,18.5,15:00,10.4,23:00,4.2,0,0,5.3,38.6,2:30,S
02-02-10,"124,689","324,205","83,729","453,582","986,205","67,279,000","24,346,000","535,980,000","234,652,000","862,257,000",8.4,11.7,0:50,4.3,22:30,9.9,0,9.8,4.5,33.8,10:00,N
03-02-10,"127,708","337,741","89,521","458,779","1,013,749","68,640,000","24,509,000","540,300,000","237,658,000","871,107,000",5.3,8.2,16:20,2.2,8:00,13.1,0,0,4,29,3:10,N
04-02-10,"129,171","338,540","84,274","474,598","1,026,583","68,914,000","24,468,000","543,340,000","239,328,000","876,050,000",8.2,14.3,15:00,2.3,6:30,10.2,0,0,1.3,16.1,12:00,N
05-02-10,"129,224","339,955","92,749","476,675","1,038,603","68,366,000","24,407,000","546,060,000","240,998,000","879,831,000",8.8,13.1,11:50,4.2,6:10,9.5,0,0,3.7,22.5,17:50,NE
06-02-10,"127,465","337,262","94,546","471,964","1,031,237","67,549,000","24,448,000","548,460,000","242,000,000","882,457,000",11.6,14.3,19:10,8.9,6:40,6.7,0,2.4,7.7,49.9,21:40,S
07-02-10,"124,299","329,930","87,053","460,028","1,001,310","68,093,000","24,468,000","552,016,000","243,020,000","887,597,000",11.9,13.6,0:40,7.9,23:40,6.4,0,7.8,4,43.5,15:10,S
08-02-10,"128,686","332,243","89,232","466,000","1,016,161","68,914,000","24,714,000","556,390,000","244,550,000","894,568,000",10.2,14.4,13:40,7.9,0:20,8.2,0,13.8,1.9,16.1,20:50,W
09-02-10,"128,307","339,904","83,456","466,191","1,017,858","68,914,000","24,775,000","560,116,000","245,910,000","899,715,000",10.3,13,13:50,7.2,6:40,8,0,0.4,1.3,12.9,13:30,NNE
10-02-10,"126,862","334,647","87,004","453,574","1,002,087","69,190,000","24,837,000","562,870,000","247,270,000","904,167,000",14.6,17.3,20:10,11.7,0:10,3.8,0,15,9,57.9,22:50,SSE
11-02-10,"131,686","340,067","92,447","478,304","1,042,504","71,984,000","25,209,000","568,600,000","249,140,000","914,933,000",14.1,16.6,14:10,12.2,7:50,4.3,0,0,5.8,38.6,12:20,SSW
12-02-10,"130,627","336,404","85,618","465,321","1,017,970","75,146,000","25,354,000","575,695,000","252,030,000","928,225,000",14.2,17,16:20,10.1,5:30,4.1,0,2.2,7.2,48.3,18:50,S
13-02-10,"132,026","334,279","90,678","469,257","1,026,240","79,310,000","25,459,000","583,136,000","255,260,000","943,165,000",12.9,16.2,15:00,10.1,23:30,5.4,0,0,6.3,48.3,12:50,SSW
14-02-10,"126,046","309,973","80,599","432,416","949,034","80,836,000","25,500,000","589,148,000","258,490,000","953,974,000",11.9,14.4,15:40,8.6,3:20,6.4,0,0.6,1.8,25.7,14:40,N
15-02-10,"124,861","314,803","88,997","447,272","975,933","84,584,000","25,584,000","596,830,000","261,076,000","968,074,000",14.4,16.8,13:00,12.3,0:00,3.9,0,0,5.1,40.2,14:30,WSW
16-02-10,"131,432","335,965","92,287","488,465","1,048,149","88,127,000","25,626,000","602,920,000","263,671,000","980,344,000",13.6,16.7,12:20,9.8,6:40,4.8,0,0,1.3,17.7,12:30,NNW
17-02-10,"132,513","343,788","91,422","487,471","1,055,194","89,773,000","25,647,000","607,510,000","266,612,000","989,542,000",15.7,19.5,15:00,12.2,4:30,2.7,0.1,0,2.7,35.4,15:50,S
18-02-10,"133,722","342,011","93,478","506,522","1,075,733","90,771,000","25,668,000","611,590,000","268,169,000","996,198,000",16.3,19.6,12:40,11.8,4:40,2.3,0.2,0,2.9,27.4,13:20,S
19-02-10,"133,407","338,184","93,596","500,366","1,065,553","91,777,000","25,605,000","615,673,000","270,072,000","1,003,127,000",17.1,20.6,15:40,12.2,7:30,1.6,0.3,0,3.4,25.7,21:20,S
20-02-10,"134,313","344,202","102,766","500,182","1,081,463","92,114,000","25,710,000","619,825,000","271,802,000","1,009,451,000",18.6,22.7,13:40,15.7,7:50,0.8,1,0,6.8,43.5,19:50,S
21-02-10,"131,506","330,849","96,163","499,811","1,058,329","93,814,000","25,584,000","623,977,000","273,359,000","1,016,734,000",15,18,0:30,12.2,0:00,3.1,0,0,10.6,49.9,14:50,WSW
22-02-10,"134,539","338,264","112,237","507,738","1,092,778","94,672,000","25,521,000","627,783,000","274,916,000","1,022,892,000",12.7,15.6,11:30,9.1,5:50,5.6,0,0,2.4,27.4,17:00,S
23-02-10,"133,337","333,814","101,335","489,203","1,057,689","95,190,000","25,521,000","631,070,000","276,300,000","1,028,081,000",14.3,18.7,14:30,9.4,5:30,4.1,0,0.2,3.1,30.6,15:10,N
24-02-10,"132,750","339,142","100,536","493,688","1,066,116","95,537,000","25,500,000","635,075,000","277,574,000","1,033,686,000",15,18.4,14:50,11.4,6:00,3.3,0,0,2.3,29,22:40,S
25-02-10,"134,838","336,987","94,905","492,085","1,058,815","97,166,000","25,521,000","638,750,000","278,666,000","1,040,103,000",15.9,19.7,13:50,12.4,7:40,2.5,0.1,0,3.1,27.4,12:10,W
26-02-10,"136,106","339,804","104,563","494,007","1,074,480","97,989,000","25,521,000","642,075,000","279,940,000","1,045,525,000",14.9,18.9,14:40,10.9,6:50,3.4,0,0,2.9,24.1,12:50,S
27-02-10,"135,222","344,327","104,022","505,916","1,089,487","98,154,000","25,480,000","645,925,000","280,668,000","1,050,227,000",15.5,20.4,13:10,12.7,2:10,3,0.2,0.4,4.7,41.8,13:50,W
28-02-10,"133,270","334,903","108,039","481,540","1,057,752","98,154,000","25,459,000","648,550,000","281,760,000","1,053,923,000",14.2,17.6,14:00,10.9,7:10,4.2,0,0,4,29,1:30,S
01-03-10,"134,422","338,469","105,163","487,564","1,065,618","97,331,000","25,417,000","650,654,000","282,488,000","1,055,890,000",15.6,19,13:10,12.8,5:00,2.8,0.1,0,1.3,16.1,15:20,S
02-03-10,"135,762","338,926","105,528","509,268","1,089,484","96,839,000","25,375,000","653,309,000","283,580,000","1,059,103,000",17.1,23.7,13:00,10.5,6:50,2.5,1.3,0,2.4,27.4,13:30,WSW
03-03-10,"136,127","355,580","109,502","499,927","1,101,136","96,023,000","25,354,000","656,141,000","284,308,000","1,061,826,000",15.1,18.1,13:30,12.9,23:20,3.3,0,0,2.4,22.5,8:30,N
04-03-10,"134,284","319,506","103,319","495,685","1,052,794","95,017,000","25,292,000","658,442,000","285,036,000","1,063,787,000",15,17.5,15:10,12.4,3:50,3.3,0,0,4.7,37,13:10,S
05-03-10,"133,267","339,742","112,050","495,661","1,080,720","93,814,000","25,230,000","661,628,000","285,764,000","1,066,436,000",16.3,20.2,15:20,13.6,3:20,2.2,0.2,0,5.8,40.2,12:30,WSW
06-03-10,"134,068","344,576","119,047","506,577","1,104,268","93,814,000","25,188,000","665,168,000","286,674,000","1,070,844,000",14.4,18.2,12:30,11.3,7:20,3.9,0,0,5,38.6,18:00,WSW
07-03-10,"126,615","322,117","97,770","461,032","1,007,534","92,791,000","25,147,000","667,646,000","287,220,000","1,072,804,000",9.6,12.2,0:10,7.8,18:40,8.8,0,5.8,10.1,38.6,22:10,NNE
08-03-10,"134,743","319,534","104,448","478,277","1,037,002","92,452,000","25,209,000","669,969,000","288,676,000","1,076,306,000",10.3,12.4,15:10,7.8,0:50,8.1,0,1.6,10.5,51.5,9:20,N
09-03-10,"140,915","340,843","105,664","499,812","1,087,234","92,114,000","25,271,000","673,191,000","289,586,000","1,080,162,000",11.4,16.4,15:00,8.2,5:50,6.9,0,0.2,4.2,29,18:10,W
10-03-10,"126,121","334,618","101,610","489,725","1,052,074","92,114,000","25,230,000","675,876,000","290,860,000","1,084,080,000",11.1,13,12:20,10.1,5:40,7.2,0,0,10.5,32.2,8:10,NNE
11-03-10,"139,846","344,120","105,031","501,486","1,090,483","93,131,000","25,209,000","679,277,000","293,044,000","1,090,661,000",14.2,18.1,14:10,11.4,0:40,3.9,0,0,2.6,19.3,14:40,S
12-03-10,"134,530","332,194","105,884","498,418","1,071,026","93,814,000","25,188,000","682,499,000","295,420,000","1,096,921,000",13.7,17.6,14:50,9.6,4:10,4.7,0,0,4,32.2,16:50,W
13-03-10,"132,635","344,198","115,340","514,703","1,106,876","93,814,000","25,126,000","685,900,000","297,628,000","1,102,468,000",13.6,16.5,12:40,11.4,2:10,4.8,0,0,1.9,19.3,12:00,S
14-03-10,"128,717","321,535","90,438","466,054","1,006,744","93,643,000","25,064,000","688,960,000","299,652,000","1,107,319,000",10.4,12.5,0:10,8.4,23:20,7.9,0,3.4,6.4,35.4,11:30,N
15-03-10,"132,069","331,274","100,534","483,750","1,047,627","93,643,000","25,085,000","690,760,000","301,492,000","1,110,980,000",10.7,14.2,14:00,8.3,1:20,7.6,0,0,2.7,22.5,11:40,W
16-03-10,"133,568","332,951","103,772","490,714","1,061,005","92,791,000","25,085,000","693,100,000","302,964,000","1,113,940,000",11.4,15.9,14:50,7.1,3:40,6.9,0,0,2.1,20.9,12:50,SW
17-03-10,"134,939","335,319","102,661","490,253","1,063,172","91,609,000","25,064,000","695,440,000","303,884,000","1,115,997,000",12.5,16.8,12:00,7.6,6:20,5.8,0,0,5.8,33.8,13:10,N
18-03-10,"135,098","332,830","106,478","498,994","1,073,400","90,271,000","25,043,000","697,600,000","304,988,000","1,117,902,000",11.9,15.7,15:30,9.2,5:00,6.4,0,0,4,29,0:40,S
19-03-10,"139,467","334,865","121,956","500,783","1,097,071","88,783,000","25,002,000","699,760,000","306,644,000","1,120,189,000",13.1,17.6,14:50,7.9,6:50,5.2,0,0,2.4,22.5,16:40,S
20-03-10,"146,269","340,085","127,436","523,136","1,136,926","89,442,000","24,919,000","700,660,000","307,748,000","1,122,769,000",13.7,18.2,14:30,8.9,6:30,4.6,0,0,2.6,20.9,18:00,S
21-03-10,"143,697","327,777","125,909","522,900","1,120,283","90,437,000","24,817,000","700,840,000","308,852,000","1,124,946,000",14.7,19.3,13:40,9.8,6:40,3.6,0,0,2.9,20.9,16:40,S
22-03-10,"142,376","336,600","117,868","525,025","1,121,869","91,273,000","24,714,000","700,120,000","309,588,000","1,125,695,000",16.1,20.8,15:40,11.3,6:20,2.6,0.3,0,1.9,19.3,14:40,S
23-03-10,"139,034","334,579","114,883","540,778","1,129,274","92,114,000","24,693,000","699,400,000","310,508,000","1,126,715,000",17.2,21.1,14:20,13.4,4:50,1.7,0.6,0,2.3,19.3,19:10,S
24-03-10,"138,067","332,659","108,031","509,027","1,087,784","93,302,000","24,652,000","699,580,000","311,428,000","1,128,962,000",16.3,19.3,13:50,13.5,5:50,2.1,0.1,0,3.2,27.4,16:40,S
25-03-10,"135,834","323,804","111,190","498,678","1,069,506","94,500,000","24,652,000","699,760,000","312,348,000","1,131,260,000",16.7,21.1,14:50,12.4,5:20,2.1,0.5,0,3.2,32.2,14:20,NW
26-03-10,"141,788","335,229","116,024","512,165","1,105,206","95,537,000","24,591,000","700,120,000","313,272,000","1,133,520,000",17.7,22.6,14:10,13.2,6:20,1.5,0.9,0,3.5,29,11:30,N
27-03-10,"143,136","327,612","144,745","532,820","1,148,313","95,190,000","24,550,000","701,380,000","314,016,000","1,135,136,000",16.1,20.3,12:40,11.3,6:50,2.3,0.2,0,2.7,20.9,15:50,S
28-03-10,"137,776","321,685","117,597","495,727","1,072,785","94,157,000","24,529,000","703,180,000","314,760,000","1,136,626,000",17,20.1,15:50,14.4,4:30,1.6,0.3,0,10.6,53.1,15:40,WSW
29-03-10,"144,275","338,365","129,426","519,736","1,131,802","93,302,000","24,509,000","705,348,000","315,504,000","1,138,663,000",17.6,22.6,16:10,13.6,7:00,1.8,0.9,0,4.7,29,18:50,WSW
30-03-10,"140,340","336,574","120,042","530,583","1,127,539","91,441,000","24,468,000","706,977,000","316,434,000","1,139,320,000",16.4,20.3,13:10,11.9,6:20,2.3,0.3,0,3.5,29,17:10,S
31-03-10,"146,025","332,416","123,009","510,963","1,112,413","89,939,000","24,468,000","708,968,000","316,620,000","1,139,995,000",18.2,21.8,17:30,15.5,2:40,1.1,0.9,0,8.2,49.9,10:30,S
01-04-10,"147,128","323,653","133,073","511,063","1,114,917","88,127,000","24,427,000","710,778,000","317,550,000","1,140,882,000",17.9,22.3,14:30,13.7,7:10,1.1,0.7,0,2.7,20.9,16:00,S
02-04-10,"136,263","279,595","112,637","447,536","976,031","88,291,000","24,305,000","710,778,000","317,922,000","1,141,296,000",17.3,21.1,16:00,15,2:10,1.4,0.4,0,1.6,27.4,16:00,SSW
03-04-10,"143,898","306,886","130,863","481,632","1,063,279","89,277,000","24,224,000","710,778,000","318,480,000","1,142,759,000",16.7,21.3,16:20,11.3,7:10,2.2,0.6,0,2.6,20.9,15:00,S
04-04-10,"131,500","253,791","105,562","392,466","883,319","90,105,000","24,224,000","710,416,000","319,224,000","1,143,969,000",17.8,22.1,15:10,12.3,6:40,1.6,1.1,0,3.4,20.9,12:30,NNW
05-04-10,"140,397","288,178","125,437","432,112","986,124","90,271,000","24,224,000","710,054,000","319,782,000","1,144,331,000",17.4,22.2,15:00,12.3,6:50,1.7,0.7,0,3.2,27.4,19:30,S
06-04-10,"143,000","317,271","124,101","485,504","1,069,876","90,437,000","24,224,000","709,873,000","320,340,000","1,144,874,000",17.2,20.8,14:30,13.1,7:10,1.5,0.4,0,5.5,32.2,15:50,WSW
07-04-10,"142,702","327,708","126,553","511,109","1,108,072","91,609,000","24,143,000","709,692,000","320,898,000","1,146,342,000",15.7,19,17:10,12.1,7:40,2.6,0.1,0,4,32.2,16:20,WSW
08-04-10,"139,043","330,384","120,307","518,356","1,108,090","91,777,000","24,082,000","709,149,000","321,270,000","1,146,278,000",16.2,20.4,13:30,11.6,4:00,2.5,0.3,0,4.8,33.8,18:00,NNE
09-04-10,"142,102","334,119","125,282","523,882","1,125,385","92,114,000","24,001,000","708,787,000","321,642,000","1,146,544,000",15.8,19.5,16:00,11.6,6:20,2.6,0.1,0,7.1,38.6,17:00,N
10-04-10,"144,229","337,533","130,502","531,241","1,143,505","92,452,000","23,981,000","708,425,000","321,456,000","1,146,314,000",15.8,18.9,13:50,13.1,6:50,2.6,0.1,0,9.8,37,10:50,N
11-04-10,"142,239","328,958","135,445","515,551","1,122,193","93,131,000","23,961,000","707,701,000","321,456,000","1,146,249,000",15.9,19.5,15:20,12.8,7:20,2.6,0.1,0,7.2,33.8,11:10,N
12-04-10,"146,025","341,740","126,451","529,545","1,143,761","93,472,000","23,941,000","707,158,000","321,642,000","1,146,213,000",16,20.3,16:00,12.2,6:40,2.5,0.2,0,3.1,25.7,14:30,NNW
13-04-10,"146,548","338,454","130,497","529,944","1,145,443","93,814,000","23,941,000","706,253,000","322,014,000","1,146,022,000",15.9,19.3,13:30,12.1,6:00,2.5,0.1,0,3.2,24.1,18:30,S
14-04-10,"147,022","340,089","125,614","534,718","1,147,443","94,328,000","23,941,000","705,891,000","322,014,000","1,146,174,000",17.6,20.9,16:20,15.2,6:30,1.2,0.5,0,3.2,22.5,14:10,S
15-04-10,"148,872","342,765","131,870","558,648","1,182,155","94,845,000","23,981,000","705,167,000","321,828,000","1,145,821,000",18.3,21.8,14:40,14.1,6:10,1.1,1,0,2.9,20.9,11:10,S
16-04-10,"148,050","345,285","137,350","552,066","1,182,751","95,363,000","23,981,000","704,624,000","321,642,000","1,145,610,000",20.4,24.6,16:40,16.2,7:10,0.3,2.4,0,2.9,27.4,15:50,S
17-04-10,"149,320","347,302","156,473","551,415","1,204,510","95,537,000","23,981,000","703,900,000","321,828,000","1,145,246,000",21.1,25.3,12:00,17.2,7:10,0.1,2.8,0,2.6,19.3,12:20,SW
18-04-10,"145,734","334,167","139,618","533,579","1,153,098","95,861,000","23,921,000","703,360,000","322,200,000","1,145,342,000",20.3,23.6,16:50,17.8,7:00,0.1,2,0,6.9,29,10:10,NNE
19-04-10,"147,166","339,130","121,879","536,394","1,144,569","96,512,000","23,880,000","702,640,000","322,200,000","1,145,232,000",19,22.2,15:20,16.9,6:10,0.4,1.1,0,5.3,35.4,17:30,S
20-04-10,"145,120","342,303","121,476","538,800","1,147,699","96,839,000","23,900,000","702,820,000","322,200,000","1,145,759,000",19.8,23.8,14:20,16.7,6:10,0.3,1.8,0,7.6,51.5,19:20,WSW
21-04-10,"148,121","340,102","128,743","541,715","1,158,681","97,166,000","23,921,000","702,280,000","322,200,000","1,145,567,000",17.9,20.4,14:20,15.6,4:50,0.9,0.5,0,4.5,38.6,11:00,N
22-04-10,"149,747","347,037","147,964","556,668","1,201,416","97,495,000","23,921,000","701,740,000","322,200,000","1,145,356,000",18.8,23.3,16:10,13.7,6:50,1.3,1.7,0,3.4,30.6,18:10,S
23-04-10,"148,921","344,198","141,605","547,894","1,182,618","97,824,000","23,961,000","701,020,000","322,200,000","1,145,005,000",19.2,23.6,13:30,14.6,7:10,0.8,1.7,0,4,30.6,13:30,S
24-04-10,"146,593","344,681","161,074","547,105","1,199,453","98,154,000","23,981,000","700,300,000","322,200,000","1,144,635,000",18.9,21.2,11:40,16.3,5:40,0.4,1,0,1.8,19.3,15:10,S
25-04-10,"146,645","333,354","145,842","529,779","1,155,620","98,485,000","23,981,000","699,580,000","322,200,000","1,144,246,000",19.8,24.5,14:50,13.8,6:20,0.9,2.4,0,5.5,35.4,14:50,NNW
26-04-10,"148,036","341,111","134,956","539,650","1,163,753","98,817,000","23,981,000","698,860,000","322,200,000","1,143,858,000",19,22.5,14:40,16.8,6:50,0.3,1.1,0,7.4,43.5,16:50,N
27-04-10,"147,504","339,847","141,619","531,638","1,160,608","98,817,000","23,720,000","698,500,000","322,200,000","1,143,237,000",17.7,21.4,15:40,15.2,6:10,1.2,0.6,0,13.2,46.7,12:00,NNE
28-04-10,"148,900","346,953","144,608","546,326","1,186,787","98,817,000","23,479,000","697,780,000","322,200,000","1,142,276,000",17.6,22.1,14:40,14.1,5:30,1.6,0.9,0,7.4,38.6,12:10,NNE
29-04-10,"149,697","344,691","137,212","562,936","1,194,536","98,983,000","23,280,000","697,240,000","322,200,000","1,141,703,000",17.7,21.8,14:30,13.2,4:50,1.6,0.9,0,7.1,35.4,11:40,N
30-04-10,"161,940","348,473","151,870","555,707","1,217,990","99,316,000","23,181,000","696,340,000","322,014,000","1,140,851,000",19,23.4,16:10,14.3,5:20,1,1.7,0,7.7,37,10:20,N
01-05-10,"151,915","334,330","168,956","539,939","1,195,140","100,152,000","23,082,000","695,440,000","321,828,000","1,140,502,000",20.2,25.4,13:50,14.8,6:10,0.6,2.4,0,3.5,25.7,14:30,NNW
02-05-10,"154,993","330,089","164,113","540,944","1,190,139","100,320,000","23,062,000","694,540,000","321,642,000","1,139,564,000",20.6,25.9,15:20,15.8,5:30,0.4,2.7,0,2.6,24.1,17:10,S
03-05-10,"157,131","352,393","157,275","562,775","1,229,574","100,320,000","23,023,000","693,640,000","321,270,000","1,138,253,000",20.7,25.7,13:00,16,6:50,0.4,2.8,0,2.3,24.1,15:20,W
04-05-10,"156,776","360,970","155,224","563,756","1,236,726","100,488,000","22,944,000","693,100,000","321,084,000","1,137,616,000",20.4,24.8,14:50,14.7,6:50,0.6,2.7,0,2.1,24.1,15:10,S
05-05-10,"155,359","343,536","168,597","565,084","1,232,576","100,656,000","22,924,000","692,200,000","320,712,000","1,136,492,000",21.7,26.3,15:00,16.4,6:00,0.2,3.5,0,1.6,17.7,12:20,S
06-05-10,"157,810","357,636","147,527","568,703","1,231,676","100,824,000","22,924,000","691,300,000","320,526,000","1,135,574,000",22.5,25.7,13:40,17.8,6:10,0,4.2,0,3.4,29,19:30,S
07-05-10,"160,537","371,713","154,288","585,235","1,271,773","100,993,000","22,924,000","690,400,000","320,340,000","1,134,657,000",23,28.8,15:40,17.2,5:40,0.1,4.8,0,3.5,24.1,14:10,S
08-05-10,"159,249","377,893","163,894","581,371","1,282,407","100,993,000","22,944,000","689,500,000","320,154,000","1,133,591,000",22.3,26.8,14:00,18.9,5:50,0,4,0,2.1,25.7,14:30,SW
09-05-10,"157,060","364,779","166,907","577,456","1,266,202","101,331,000","22,944,000","688,600,000","319,782,000","1,132,657,000",23.1,29.8,15:20,17.4,6:50,0,4.8,0,3.5,32.2,18:30,N
10-05-10,"159,188","379,695","161,657","578,815","1,279,355","101,500,000","22,905,000","687,700,000","319,224,000","1,131,329,000",22.5,26.8,14:30,17.9,6:40,0,4.2,0,2.9,29,14:40,S
11-05-10,"158,971","375,127","168,646","591,928","1,294,672","101,839,000","22,885,000","686,620,000","318,852,000","1,130,196,000",23.2,27.7,13:40,17.8,4:50,0,4.8,0,2.3,20.9,13:50,WSW
12-05-10,"159,550","380,370","183,889","593,285","1,317,094","102,009,000","22,885,000","685,900,000","318,480,000","1,129,274,000",24.5,29.3,17:10,18.4,6:20,0,6.2,0,2.6,22.5,14:40,SW
13-05-10,"156,373","371,022","170,287","580,340","1,278,022","102,179,000","22,826,000","685,005,000","318,108,000","1,128,118,000",24.2,28.6,13:10,19.7,5:50,0,5.8,0,4.7,41.8,18:00,S
14-05-10,"157,788","374,439","182,343","591,349","1,305,919","102,350,000","22,846,000","683,752,000","317,736,000","1,126,684,000",25,30.8,14:20,20.1,6:00,0,6.7,0,3.4,29,16:20,S
15-05-10,"154,926","363,970","140,315","581,174","1,240,385","102,862,000","22,826,000","683,036,000","317,364,000","1,126,088,000",22.8,24.9,15:10,20.3,23:50,0,4.4,0.8,4.5,41.8,22:40,S
16-05-10,"155,030","354,062","155,378","573,375","1,237,845","103,033,000","22,846,000","682,320,000","317,178,000","1,125,377,000",21,25.2,16:50,18.1,6:20,0,2.7,0,9.2,37,18:10,WSW
17-05-10,"159,023","367,392","159,814","581,871","1,268,100","103,376,000","22,846,000","681,246,000","316,620,000","1,124,088,000",20.5,24.1,18:00,17.4,6:40,0.2,2.3,0,8,35.4,0:10,WSW
18-05-10,"156,236","362,247","150,554","572,399","1,241,436","103,548,000","22,846,000","680,172,000","316,248,000","1,122,814,000",19.6,22.9,18:20,16.7,6:20,0.3,1.6,0,4.7,33.8,9:00,WSW
19-05-10,"155,385","356,115","151,150","572,538","1,235,188","101,839,000","22,846,000","680,888,000","315,690,000","1,121,263,000",20,23.2,15:50,18.1,6:00,0,1.7,0,4,30.6,13:20,S
20-05-10,"153,703","361,001","152,955","559,255","1,226,914","100,152,000","22,885,000","682,141,000","315,318,000","1,120,496,000",20.1,23.6,14:40,16.7,5:30,0.2,1.9,0,4.7,32.2,16:30,S
21-05-10,"146,797","353,299","109,125","517,696","1,126,917","98,485,000","22,905,000","683,215,000","314,946,000","1,119,551,000",18.1,21.5,14:10,15.7,2:00,0.8,0.6,6.2,4.3,24.1,13:00,S
22-05-10,"142,575","331,427","108,440","531,004","1,113,446","96,839,000","22,984,000","684,647,000","314,760,000","1,119,230,000",18.8,21.8,16:40,16.4,6:40,0.6,1,0,3.2,22.5,13:10,WSW
23-05-10,"145,326","310,850","117,744","496,836","1,070,756","95,017,000","23,062,000","686,080,000","315,132,000","1,119,291,000",19.7,24.6,14:10,15.4,6:40,0.5,1.8,0,2.7,27.4,15:00,S
24-05-10,"149,842","338,857","120,075","540,344","1,149,118","93,814,000","23,142,000","687,700,000","314,760,000","1,119,416,000",20.6,24.8,14:00,16.4,4:30,0.3,2.6,0,3.7,29,17:00,S
25-05-10,"152,080","353,664","124,736","564,990","1,195,470","91,441,000","23,201,000","688,960,000","314,388,000","1,117,990,000",21.1,24.9,13:40,17.4,6:20,0.1,2.8,0,3.1,24.1,15:00,S
26-05-10,"154,920","363,367","141,671","597,102","1,257,060","89,607,000","23,142,000","690,220,000","314,202,000","1,117,171,000",22.1,26.2,15:40,17.3,6:40,0.1,3.8,0,3.1,27.4,12:50,S
27-05-10,"157,873","361,544","154,169","588,162","1,261,748","89,442,000","23,122,000","689,860,000","314,016,000","1,116,440,000",23.8,29.9,15:30,17.6,6:30,0,5.5,0,2.7,22.5,13:50,SSW
28-05-10,"160,491","370,262","169,935","587,272","1,287,960","89,442,000","23,082,000","688,600,000","313,644,000","1,114,768,000",25.8,31.9,15:20,20.6,6:30,0,7.4,0,3.7,22.5,15:00,S
29-05-10,"166,661","374,179","188,099","594,146","1,323,085","89,773,000","23,023,000","687,520,000","313,458,000","1,113,774,000",26.4,31.2,13:40,21.4,5:10,0,8.1,0,3.2,25.7,17:30,S
30-05-10,"162,417","361,971","179,135","569,171","1,272,694","89,939,000","22,924,000","686,440,000","313,272,000","1,112,575,000",26.9,32.6,13:50,22.3,6:20,0,8.6,0,1.9,20.9,14:20,S
31-05-10,"165,421","368,233","170,478","589,795","1,293,927","89,939,000","22,885,000","685,363,000","312,900,000","1,111,087,000",28.1,32.9,14:20,23.8,7:20,0,9.7,0,5,30.6,11:30,S
01-06-10,"158,928","361,585","151,527","577,774","1,249,814","89,939,000","22,846,000","684,468,000","312,716,000","1,109,969,000",25.3,27.4,14:20,22.6,22:20,0,6.9,0,5.8,32.2,13:40,S
02-06-10,"157,966","372,846","144,203","600,764","1,275,779","90,105,000","22,846,000","683,573,000","312,716,000","1,109,240,000",23.1,26.1,14:10,20.3,6:00,0,4.7,0,5.5,29,18:20,S
03-06-10,"159,240","367,329","157,998","590,928","1,275,495","90,271,000","22,787,000","682,320,000","312,348,000","1,107,726,000",22.9,26.1,13:50,20.6,6:40,0,4.6,0,5.1,33.8,19:50,S
04-06-10,"161,553","371,780","172,016","584,637","1,289,986","90,337,000","22,787,000","681,246,000","311,980,000","1,106,350,000",23.4,27.4,15:00,20.1,6:00,0,5.1,0,4,33.8,16:30,S
05-06-10,"151,744","345,259","113,441","555,530","1,165,974","90,271,000","22,748,000","680,530,000","311,796,000","1,105,345,000",21.1,23.3,16:20,19.2,9:30,0,2.8,4,2.7,20.9,19:00,S
06-06-10,"151,061","334,437","111,225","535,386","1,132,109","90,271,000","22,767,000","679,635,000","311,612,000","1,104,285,000",21.6,24.9,16:00,19.4,6:20,0,3.3,0,3.5,27.4,14:20,WSW
07-06-10,"156,857","364,042","142,897","570,170","1,233,966","90,437,000","22,807,000","678,740,000","311,428,000","1,103,412,000",23.3,28.2,16:50,18.8,5:50,0,4.9,0,3.1,27.4,18:00,NNW
08-06-10,"157,725","367,951","150,889","583,760","1,260,325","90,437,000","22,807,000","677,666,000","311,060,000","1,101,970,000",24.2,28.7,15:10,18.5,6:10,0,5.9,0,3.5,30.6,17:30,S
09-06-10,"156,371","363,245","147,801","567,548","1,234,965","90,604,000","22,807,000","676,771,000","310,876,000","1,101,058,000",24.4,28.1,18:20,21.5,8:00,0,6.1,0.6,1.8,20.9,13:20,N
